# PadDis v8.9,,,,,,,,,,,,,,,,
seq,timestamp_ms,accel_x,accel_y,accel_z,q_w,q_x,q_y,q_z,roll,pitch,yaw,stroke_count,cpm,hz,gps_utc_sec,gps_uk_offset
170773,1726226,1.41406,2.28125,7.1875,0.47113037,0.0177002,-0.16815186,0.86572266,-16.23048,-10.89936,124.44829,1194,32,0.536,52545,1
170774,1726237,1.75781,3.92969,5.30469,0.47674561,0.0289917,-0.17437744,0.86108398,-16.21656,-12.4857,123.84287,1194,32,0.536,52545,1
170775,1726246,1.64453,3.69922,5.46484,0.4822998,0.03948975,-0.18115234,0.85614014,-16.28787,-14.0262,123.22829,1194,32,0.536,52545,1
170776,1726255,1.68359,4.35547,4.00781,0.48809814,0.04956055,-0.18859863,0.85070801,-16.43309,-15.57149,122.57157,1194,32,0.536,52545,1
170777,1726266,1.79688,3.8125,2.85938,0.49395752,0.05883789,-0.19604492,0.84503174,-16.60443,-17.04513,121.88914,1194,32,0.536,52545,1
170778,1726281,1.98828,3.16406,2.16797,0.49975586,0.06695557,-0.20343018,0.83929443,-16.81847,-18.40367,121.20058,1194,32,0.536,52545,1
170779,1726286,1.98828,3.16406,2.16797,0.50665283,0.07550049,-0.21173096,0.83233643,-17.06531,-19.89076,120.3552,1194,32,0.536,52545,1
170780,1726295,1.98828,2.93359,1.05859,0.51324463,0.08312988,-0.21887207,0.82568359,-17.22903,-21.22011,119.52099,1194,32,0.536,52545,1
170781,1726306,1.83594,1.44141,0.90234,0.52038574,0.09057617,-0.22509766,0.81872559,-17.27218,-22.4945,118.57953,1194,32,0.536,52545,1
170782,1726317,2.48828,1.86328,4.43359,0.52770996,0.09796143,-0.23046875,0.81164551,-17.20083,-23.72066,117.57684,1194,32,0.536,52545,1
170783,1726325,2.79297,-1.73828,10.21484,0.53649902,0.10620117,-0.23742676,0.80279541,-17.17575,-25.16904,116.35317,1194,32,0.536,52545,1
170784,1726335,2.37109,-1.24219,9.94531,0.5456543,0.11212158,-0.24542236,0.793396,-17.35837,-26.47048,115.07626,1194,32,0.536,52545,1
170785,1726345,2.71484,0.82812,4.46484,0.55621338,0.11560059,-0.25585938,0.78216553,-17.87455,-27.74064,113.61282,1194,32,0.536,52545,1
170786,1726360,8.96094,-3.27344,4.3125,0.56738281,0.11700439,-0.26776123,0.76983643,-18.62733,-28.94798,112.06653,1194,32,0.536,52545,1
170787,1726367,10.41406,-5.57031,8.48828,0.57952881,0.11785889,-0.28045654,0.75604248,-19.43094,-30.21709,110.35062,1194,32,0.536,52545,1
170788,1726375,10.68359,-5.99219,8.64062,0.59216309,0.11895752,-0.29199219,0.74157715,-20.03649,-31.48291,108.48518,1194,32,0.536,52545,1
170789,1726385,10.33984,-4.46094,5.38672,0.60327148,0.12072754,-0.29998779,0.72906494,-20.24861,-32.54508,106.75473,1194,32,0.536,52545,1
170790,1726396,9.14844,-0.35938,4.54297,0.6137085,0.12316895,-0.30584717,0.71734619,-20.18123,-33.5144,105.03866,1194,32,0.536,52545,1
170791,1726405,9,0.32812,6.30469,0.62463379,0.1262207,-0.31054688,0.70526123,-19.88269,-34.47398,103.16415,1194,32,0.536,52545,1
170792,1726415,8.58203,0.36719,6.83984,0.63562012,0.13018799,-0.31365967,0.69329834,-19.29992,-35.39788,101.18224,1194,32,0.536,52545,1
170793,1726425,8.26953,-0.39844,5.84375,0.64593506,0.13494873,-0.31494141,0.68218994,-18.45459,-36.22631,99.21091,1194,32,0.536,52545,1
170794,1726440,7.50391,-0.09375,2.70312,0.65551758,0.14044189,-0.31451416,0.67205811,-17.37241,-36.94903,97.27158,1194,32,0.536,52545,1
170795,1726448,6.93359,-0.20703,4.08203,0.66534424,0.14709473,-0.3125,0.66186523,-15.97112,-37.62773,95.17229,1194,32,0.536,52545,1
170796,1726456,6.35156,-0.16797,5.19531,0.67547607,0.15515137,-0.30889893,0.65130615,-14.21533,-38.27494,92.868,1194,32,0.536,52545,1
170797,1726465,6.16406,-0.01562,5.5,0.684021,0.16333008,-0.30438232,0.64251709,-12.42134,-38.77536,90.80219,1194,32,0.536,52545,1
170798,1726475,6.16406,1.40234,3.24219,0.69287109,0.17303467,-0.29840088,0.63317871,-10.27245,-39.24587,88.51619,1194,32,0.536,52546,1
170799,1726485,6.31641,3.125,2.89453,0.70025635,0.18164062,-0.29272461,0.62524414,-8.32988,-39.57763,86.5237,1194,32,0.536,52546,1
170800,1726495,6.00781,4.16016,2.97266,0.7088623,0.19116211,-0.28643799,0.61560059,-6.10901,-39.89807,84.16353,1194,32,0.536,52546,1
170801,1726505,6.12891,4.50391,4.00781,0.71697998,0.19934082,-0.28106689,0.60595703,-4.10933,-40.13837,81.90763,1194,32,0.536,52546,1
170802,1726520,5.93359,6.26953,4.35156,0.72479248,0.2064209,-0.27642822,0.59637451,-2.29108,-40.30894,79.73752,1194,32,0.536,52546,1
170803,1726525,5.93359,6.26953,4.35156,0.73358154,0.21276855,-0.2723999,0.58514404,-0.49838,-40.43995,77.33905,1194,32,0.536,52546,1
170804,1726534,5.74609,4.69531,4.12109,0.74194336,0.21777344,-0.26916504,0.57415771,1.05984,-40.50204,75.07844,1194,32,0.536,52546,1
170805,1726545,5.74219,3.39453,5.61719,0.75054932,0.22271729,-0.26574707,0.56256104,2.66252,-40.50251,72.72301,1194,32,0.536,52546,1
170806,1726555,4.97656,5.00391,5.42188,0.75830078,0.2276001,-0.26226807,0.55175781,4.20254,-40.45784,70.53182,1194,32,0.536,52546,1
170807,1726565,5.24219,4.3125,4.77344,0.76647949,0.23199463,-0.25891113,0.5401001,5.72018,-40.35073,68.23757,1194,32,0.536,52546,1
170808,1726575,5.47656,4.08203,4.58203,0.77453613,0.23522949,-0.25616455,0.52832031,7.04718,-40.19434,66.0154,1194,32,0.536,52546,1
170809,1726585,5.4375,6.10938,4.96484,0.78265381,0.23736572,-0.25384521,0.51641846,8.20552,-39.97822,63.84682,1194,32,0.536,52546,1
170810,1726600,5.55078,3.24219,7.79688,0.79052734,0.23846436,-0.25195312,0.50469971,9.1796,-39.72153,61.78907,1194,32,0.536,52546,1
170811,1726605,5.55078,3.24219,7.79688,0.79907227,0.23907471,-0.25,0.49176025,10.15085,-39.39552,59.57505,1194,32,0.536,52546,1
170812,1726615,5.97266,5.46094,6,0.80712891,0.23925781,-0.24761963,0.47961426,11.02909,-38.99079,57.5243,1194,32,0.536,52546,1
170813,1726625,6.35547,2.93359,7.33594,0.81518555,0.23944092,-0.24468994,0.46716309,11.93065,-38.5112,55.45101,1194,32,0.536,52546,1
170814,1726636,6.92969,6.57422,9.10547,0.82250977,0.23956299,-0.24151611,0.45574951,12.75341,-38.00213,53.57367,1194,32,0.536,52546,1
170815,1726645,7.12109,2.16797,10.28906,0.83044434,0.23950195,-0.2376709,0.44329834,13.61599,-37.37914,51.56208,1194,32,0.536,52546,1
170816,1726655,7.69531,5.46094,10.01953,0.83764648,0.23937988,-0.23352051,0.43188477,14.39951,-36.72522,49.7485,1194,32,0.536,52546,1
170817,1726666,7.8125,2.55078,10.39844,0.84472656,0.23901367,-0.22894287,0.4206543,15.13205,-36.00387,48.0015,1194,32,0.536,52546,1
170818,1726681,7.54297,4.12109,11.625,0.85113525,0.23901367,-0.22381592,0.41027832,15.8626,-35.24898,46.40303,1194,32,0.536,52546,1
170819,1726688,7.69531,4.35156,11.44141,0.85742188,0.23980713,-0.2177124,0.39990234,16.70243,-34.41212,44.80322,1194,32,0.536,52546,1
170820,1726695,8.23438,1.51562,11.44141,0.86340332,0.24157715,-0.21051025,0.38964844,17.66808,-33.4899,43.22429,1194,32,0.536,52546,1
170821,1726706,9.03906,3.20312,10.37109,0.86889648,0.24432373,-0.20245361,0.37988281,18.72909,-32.51127,41.72409,1194,32,0.536,52546,1
170822,1726714,9.07422,3.01172,10.75391,0.87365723,0.24804688,-0.19378662,0.37103271,19.85853,-31.51093,40.3659,1194,32,0.536,52546,1
170823,1726724,9.11328,2.62891,11.78516,0.87786865,0.2532959,-0.184021,0.36248779,21.16582,-30.44352,39.05258,1194,32,0.536,52546,1
170824,1726735,9.26562,2.16797,12.08594,0.88128662,0.25976562,-0.17364502,0.35455322,22.58427,-29.35775,37.84282,1194,32,0.536,52546,1
170825,1726746,9.72656,2.62891,12.04688,0.8840332,0.2678833,-0.16235352,0.34692383,24.18618,-28.22442,36.68677,1194,32,0.536,52546,1
170826,1726761,9.95703,2.28125,12.24219,0.88598633,0.27697754,-0.15087891,0.33996582,25.85552,-27.10777,35.65047,1194,32,0.536,52546,1
170827,1726768,9.72656,2.08984,13.16797,0.887146,0.28796387,-0.13818359,0.33306885,27.75653,-25.91327,34.64928,1194,32,0.536,52546,1
170828,1726775,9.42188,2.05469,14.07812,0.88751221,0.29992676,-0.12518311,0.32666016,29.73797,-24.71762,33.75483,1194,32,0.536,52546,1
170829,1726786,8.92188,1.78516,14.35156,0.88690186,0.31378174,-0.11114502,0.3203125,31.94689,-23.46339,32.91156,1194,32,0.536,52546,1
170830,1726794,8.73047,0.59766,13.73438,0.88525391,0.32867432,-0.09686279,0.3145752,34.24783,-22.22633,32.19875,1194,32,0.536,52546,1
170831,1726804,8.80859,1.01953,14.46094,0.88256836,0.34411621,-0.08288574,0.30944824,36.57839,-21.05644,31.6137,1194,32,0.536,52546,1
170832,1726814,8.69141,2.93359,13.77344,0.87896729,0.36029053,-0.06878662,0.30474854,38.97913,-19.90854,31.13557,1194,32,0.536,52546,1
170833,1726826,9.38281,7.33984,13.47266,0.875,0.37573242,-0.05511475,0.30023193,41.26926,-18.78828,30.74658,1194,32,0.536,52546,1
170834,1726839,9.49609,10.36719,12.8125,0.87176514,0.38812256,-0.04278564,0.29589844,43.14202,-17.71532,30.44589,1194,32,0.536,52546,1
170835,1726849,10.07031,12.58594,13.12891,0.87097168,0.39459229,-0.03192139,0.29095459,44.24999,-16.57266,30.16721,1194,32,0.536,52546,1
170836,1726857,10.76172,14.42188,13.19922,0.87347412,0.39245605,-0.02557373,0.2869873,44.17017,-15.66053,29.98918,1194,32,0.536,52546,1
170837,1726864,11.03125,15.95703,13.35547,0.87786865,0.3861084,-0.0199585,0.28265381,43.55727,-14.67321,29.80518,1194,32,0.536,52546,1
170838,1726875,11.75781,13.66016,16.14844,0.88366699,0.37658691,-0.0135498,0.27764893,42.58596,-13.47817,29.61188,1195,32,0.537,52546,1
170839,1726884,11.52734,11.09375,15.34375,0.89013672,0.36517334,-0.00671387,0.27252197,41.40145,-12.18016,29.42713,1195,32,0.537,52546,1
170840,1726894,11.60547,6.83984,13.77344,0.89691162,0.35217285,0.00067139,0.26745605,40.0504,-10.78799,29.26682,1195,32,0.537,52546,1
170841,1726906,10.875,7.49219,12.77344,0.90356445,0.33776855,0.00665283,0.26361084,38.4996,-9.55811,29.18411,1195,32,0.537,52546,1
170842,1726919,9.57422,9.71484,12.70312,0.91064453,0.32086182,0.01263428,0.2600708,36.66633,-8.27241,29.13221,1195,32,0.537,52546,1
170843,1726930,8.61719,10.55859,12.20312,0.91796875,0.30151367,0.01812744,0.25708008,34.54835,-6.99288,29.11312,1195,32,0.537,52546,1
170844,1726935,8.61719,10.55859,12.20312,0.92663574,0.27593994,0.02349854,0.25421143,31.72346,-5.55192,29.10334,1195,32,0.537,52546,1
170845,1726945,7.54297,10.33203,8.29688,0.93475342,0.24865723,0.02764893,0.25231934,28.69302,-4.23173,29.12906,1195,32,0.537,52546,1
170846,1726956,7.27344,9.75391,7.33984,0.94232178,0.21929932,0.03063965,0.25109863,25.42031,-3.00276,29.16418,1195,32,0.537,52546,1
170847,1726964,7.04688,8.68359,6.99609,0.95001221,0.1831665,0.03302002,0.25061035,21.39137,-1.66576,29.24096,1195,32,0.537,52546,1
170848,1726974,7.04688,8.68359,6.99609,0.95697021,0.14233398,0.0345459,0.25061035,16.8414,-0.29918,29.30573,1195,32,0.537,52546,1
170849,1726987,5.66797,5.88672,3.08594,0.9621582,0.09881592,0.03527832,0.25140381,12.00129,1.04295,29.39665,1195,32,0.537,52546,1
170850,1726994,4.78516,5.92188,1.89844,0.96575928,0.04730225,0.03540039,0.25268555,6.27844,2.54878,29.46468,1195,32,0.537,52546,1
170851,1727004,4.63281,4.96484,3.20312,0.96643066,0.00048828,0.03485107,0.25445557,1.07281,3.84842,29.53778,1195,32,0.537,52546,1
170852,1727014,4.51562,3.50781,2.24609,0.96447754,-0.04968262,0.03356934,0.25720215,-4.52491,5.18166,29.65888,1195,32,0.537,52546,1
170853,1727025,4.86328,0.02344,1.36328,0.96008301,-0.09747314,0.03198242,0.26031494,-9.88017,6.43948,29.78347,1195,32,0.537,52546,1
170854,1727038,4.67188,-1.50781,1.70703,0.95306396,-0.14562988,0.0302124,0.26361084,-15.31174,7.72252,29.88253,1195,32,0.537,52546,1
170855,1727048,4.70703,-1.92969,1.86328,0.94378662,-0.19219971,0.02856445,0.26739502,-20.60147,9.01573,29.9953,1195,32,0.537,52546,1
170856,1727056,4.59375,-3.23438,1.97656,0.93304443,-0.23461914,0.02716064,0.27142334,-25.46337,10.25572,30.11644,1195,32,0.537,52546,1
170857,1727065,4.78125,-2.58203,1.05859,0.92108154,-0.27349854,0.02630615,0.27587891,-29.95645,11.49991,30.2613,1195,32,0.537,52546,1
170858,1727073,4.78516,-4.99609,3.01172,0.90875244,-0.30767822,0.02630615,0.28082275,-33.92836,12.74466,30.44207,1195,32,0.537,52546,1
170859,1727084,3.86719,-6.375,4.96484,0.89654541,-0.33691406,0.02722168,0.28625488,-37.33851,13.98693,30.66832,1195,32,0.537,52546,1
170860,1727094,3.86719,-6.375,4.96484,0.88616943,-0.35870361,0.02923584,0.29180908,-39.86228,15.13944,30.93506,1195,32,0.537,52546,1
170861,1727107,2.37109,-4.87891,3.43359,0.87658691,-0.37646484,0.03253174,0.2980957,-41.8798,16.34765,31.27058,1195,32,0.537,52546,1
170862,1727114,1.30078,-3.23438,3.89453,0.86816406,-0.38983154,0.03674316,0.30487061,-43.34831,17.54787,31.67898,1195,32,0.537,52546,1
170863,1727124,0.91797,-3.76953,4.53906,0.8605957,-0.40014648,0.04168701,0.31219482,-44.4208,18.76069,32.16054,1195,32,0.537,52546,1
170864,1727134,0.26562,-2.19922,4.16016,0.85388184,-0.40789795,0.04693604,0.31982422,-45.16174,19.94219,32.70401,1195,32,0.537,52546,1
170865,1727144,-0.76953,-0.66797,2.89062,0.84771729,-0.41381836,0.05224609,0.32775879,-45.66344,21.09011,33.31416,1195,32,0.537,52546,1
170866,1727154,-0.96094,-1.125,3.3125,0.84130859,-0.41888428,0.05786133,0.33673096,-46.02816,22.30031,34.0557,1195,32,0.537,52546,1
170867,1727164,-1,-0.97266,4.57812,0.8348999,-0.42327881,0.06304932,0.34613037,-46.29958,23.47178,34.88377,1195,32,0.537,52546,1
170868,1727174,-1,-0.97266,4.57812,0.82830811,-0.4276123,0.06756592,0.35571289,-46.56458,24.59032,35.76636,1195,32,0.537,52546,1
170869,1727187,-2.26172,2.08984,2.92969,0.8203125,-0.43304443,0.0713501,0.36676025,-46.94909,25.76535,36.83393,1195,32,0.537,52546,1
170870,1727194,-3.14062,-1.16406,2.78125,0.81072998,-0.44006348,0.07391357,0.37890625,-47.53714,26.95857,38.04757,1195,32,0.537,52546,1
170871,1727204,-3.375,0.0625,4.39062,0.79992676,-0.44830322,0.07501221,0.3918457,-48.29123,28.12044,39.38463,1195,32,0.537,52546,1
170872,1727215,-3.64453,0.32812,0.98047,0.78778076,-0.45739746,0.074646,0.40570068,-49.16854,29.25872,40.87605,1195,32,0.537,52546,1
170873,1727224,-4.0625,-4.07422,1.97656,0.77496338,-0.4666748,0.07293701,0.41992188,-50.08815,30.32982,42.46794,1195,32,0.537,52546,1
170874,1727233,-4.63281,-2.27734,2.66406,0.76092529,-0.47601318,0.07012939,0.43530273,-51.01012,31.40907,44.26474,1195,32,0.537,52546,1
170875,1727244,-4.44531,-4.46094,2.01562,0.74737549,-0.48370361,0.06689453,0.45050049,-51.71743,32.40001,46.13052,1195,32,0.537,52546,1
170876,1727254,-4.44531,-4.46094,2.01562,0.73498535,-0.48919678,0.0637207,0.46520996,-52.12186,33.2866,48.02882,1195,32,0.537,52546,1
170877,1727267,-7.39062,-4.95703,3.92969,0.72235107,-0.49334717,0.0604248,0.48077393,-52.30383,34.17245,50.12744,1195,32,0.537,52546,1
170878,1727274,-9.23438,-2.16016,5.46094,0.70965576,-0.49664307,0.05664062,0.49658203,-52.35433,35.00165,52.34362,1195,32,0.537,52546,1
170879,1727284,-10.5,-1.77734,6.11328,0.69769287,-0.49920654,0.05267334,0.5111084,-52.34144,35.71851,54.45563,1196,32,0.54,52546,1
170880,1727295,-10.34766,-1.73828,-2.88672,0.6852417,-0.50152588,0.0480957,0.52593994,-52.28888,36.40244,56.67763,1196,32,0.54,52546,1
170881,1727304,-8.31641,-2.69531,11.35938,0.67333984,-0.50219727,0.04388428,0.54083252,-51.97387,37.0347,58.99855,1196,32,0.54,52546,1
170882,1727313,-8.85156,-1.31641,2.4375,0.66241455,-0.50115967,0.04022217,0.55535889,-51.39567,37.58497,61.35262,1196,32,0.54,52546,1
170883,1727324,-7.62891,-1.28125,4.16016,0.65161133,-0.49908447,0.03649902,0.57006836,-50.65172,38.06794,63.81734,1196,32,0.54,52546,1
170884,1727334,-7.62891,-1.28125,4.16016,0.64196777,-0.49609375,0.03369141,0.58361816,-49.77456,38.48653,66.15065,1196,32,0.54,52546,1
170885,1727347,-6.17578,0.09766,4.00781,0.63220215,-0.49212646,0.03125,0.59765625,-48.7074,38.88314,68.62708,1196,32,0.54,52546,1
170886,1727355,-5.82031,-0.55078,4.3125,0.62249756,-0.48724365,0.02935791,0.61175537,-47.47094,39.24873,71.18169,1196,32,0.54,52546,1
170887,1727363,-5.55469,-1.39453,5.46094,0.61334229,-0.48150635,0.02807617,0.62542725,-46.09433,39.54951,73.72493,1196,32,0.54,52546,1
170888,1727375,-5.25,-1.77734,6.03125,0.60412598,-0.47473145,0.02734375,0.63946533,-44.51786,39.80566,76.39744,1196,32,0.54,52546,1
170889,1727384,-4.79297,-0.97266,5.76562,0.59466553,-0.46734619,0.02703857,0.65362549,-42.81834,40.02326,79.15512,1196,32,0.54,52546,1
170890,1727393,-4.29297,-0.51172,6.07422,0.58642578,-0.46081543,0.02685547,0.66558838,-41.33356,40.1612,81.53344,1196,32,0.54,52546,1
170891,1727403,-4.10156,-0.74219,7.07031,0.57696533,-0.45355225,0.02642822,0.67877197,-39.69869,40.25534,84.19674,1196,32,0.54,52546,1
170892,1727418,-4.41016,-0.93359,7.26172,0.56768799,-0.44677734,0.02581787,0.69104004,-38.18789,40.29639,86.71741,1196,32,0.54,52546,1
170893,1727426,-4.60156,-0.70703,7.10938,0.55773926,-0.44012451,0.02471924,0.70330811,-36.72766,40.2885,89.28423,1196,32,0.54,52546,1
170894,1727434,-5.05859,-0.4375,7.72266,0.54608154,-0.4329834,0.02276611,0.71679688,-35.20371,40.20988,92.14896,1196,32,0.54,52546,1
170895,1727443,-5.59766,-0.05469,8.10156,0.53570557,-0.42687988,0.02062988,0.72821045,-33.95419,40.08097,94.61133,1196,32,0.54,52546,1
170896,1727454,-5.82422,-0.93359,7.57031,0.52514648,-0.42095947,0.01806641,0.73937988,-32.78663,39.90199,97.04008,1196,32,0.54,52546,1
170897,1727463,-5.67188,-1.39453,8.18359,0.51397705,-0.41491699,0.01477051,0.75067139,-31.67563,39.6489,99.52329,1196,32,0.54,52546,1
170898,1727473,-5.55859,-1.85547,8.68359,0.50189209,-0.4085083,0.01080322,0.76226807,-30.58349,39.32106,102.11827,1196,32,0.54,52546,1
170899,1727483,-5.55859,-1.58594,9.52344,0.49053955,-0.40246582,0.00671387,0.77288818,-29.63031,38.95452,104.50645,1196,32,0.54,52547,1
170900,1727498,-6.05469,-1.28125,8.98828,0.47979736,-0.39624023,0.00292969,0.78277588,-28.70697,38.54813,106.76149,1196,32,0.54,52547,1
170901,1727503,-6.05469,-1.28125,8.98828,0.46807861,-0.38928223,-0.0010376,0.79333496,-27.71134,38.07401,109.18839,1196,32,0.54,52547,1
170902,1727512,-5.75,-2.88672,7.80078,0.45733643,-0.38189697,-0.00457764,0.80310059,-26.72874,37.53315,111.44997,1196,32,0.54,52547,1
170903,1727523,-5.82422,-2.69531,8.5625,0.44641113,-0.37402344,-0.00830078,0.81286621,-25.75709,36.91667,113.72221,1196,32,0.54,52547,1
170904,1727534,-6.32422,-2.69531,8.71875,0.43505859,-0.36553955,-0.01220703,0.82275391,-24.78182,36.22058,116.04221,1196,32,0.54,52547,1
170905,1727543,-6.78516,-1.58594,7.83594,0.42565918,-0.35784912,-0.01525879,0.83099365,-23.93561,35.57274,117.97402,1196,32,0.54,52547,1
170906,1727553,-6.97656,-2.3125,7.33594,0.41540527,-0.34869385,-0.01837158,0.83996582,-22.97319,34.78524,120.08631,1196,32,0.54,52547,1
170907,1727563,-7.46875,-3.27344,7.45312,0.40582275,-0.33917236,-0.02081299,0.84844971,-21.9919,33.96122,122.08422,1196,32,0.54,52547,1
170908,1727578,-8.125,-3.04297,7.875,0.39715576,-0.32946777,-0.02264404,0.85626221,-21.02249,33.10988,123.92017,1196,32,0.54,52547,1
170909,1727583,-8.125,-3.04297,7.875,0.38800049,-0.31848145,-0.02404785,0.86456299,-19.93652,32.14214,125.86342,1196,32,0.54,52547,1
170910,1727592,-8.51172,-2.27734,6.87891,0.38006592,-0.30725098,-0.02459717,0.87207031,-18.84583,31.14529,127.60665,1196,32,0.54,52547,1
170911,1727603,-8.73828,-2.27734,6.80469,0.37243652,-0.29510498,-0.02435303,0.87957764,-17.66631,30.06437,129.32234,1196,32,0.54,52547,1
170912,1727614,-10.08203,-2.39062,8.33594,0.36560059,-0.28314209,-0.02337646,0.88635254,-16.5049,29.00162,130.87344,1196,32,0.54,52547,1
170913,1727623,-11.11328,-2.16016,8.18359,0.35870361,-0.26934814,-0.02111816,0.89349365,-15.13389,27.78625,132.48895,1196,32,0.54,52547,1
170914,1727633,-12.07031,-1.47266,7.60938,0.35272217,-0.25549316,-0.01782227,0.89996338,-13.73336,26.57203,133.93903,1196,32,0.54,52547,1
170915,1727643,-12.98438,-1.16406,7.76172,0.34741211,-0.24133301,-0.01324463,0.90606689,-12.24479,25.34674,135.27998,1196,32,0.54,52547,1
170916,1727658,-14.40625,-0.62891,10.01953,0.34295654,-0.22735596,-0.00775146,0.91137695,-10.74223,24.14869,136.45242,1196,32,0.54,52547,1
170917,1727663,-14.40625,-0.62891,10.01953,0.33880615,-0.21166992,-0.00024414,0.91674805,-8.98051,22.82529,137.61758,1196,32,0.54,52547,1
170918,1727673,-14.63281,-0.78125,11.01562,0.33563232,-0.19647217,0.00836182,0.92126465,-7.19468,21.56772,138.59282,1196,32,0.54,52547,1
170919,1727683,-14.28906,-0.78125,11.78125,0.33319092,-0.1807251,0.01885986,0.9251709,-5.23283,20.3027,139.45049,1196,32,0.54,52547,1
170920,1727694,-13.64062,-0.70703,14.15625,0.331604,-0.16552734,0.03039551,0.92828369,-3.23671,19.11546,140.1391,1196,32,0.54,52547,1
170921,1727703,-13.37109,0.90234,14.46484,0.33056641,-0.14892578,0.04455566,0.9309082,-0.93339,17.86173,140.75331,1196,32,0.54,52547,1
170922,1727713,-13.17969,3.01172,14.5,0.33007812,-0.13336182,0.05847168,0.93267822,1.25809,16.69967,141.20657,1196,32,0.54,52547,1
170923,1727723,-12.875,4.62109,13.96094,0.32983398,-0.11920166,0.07061768,0.93383789,3.16988,15.61688,141.52811,1196,32,0.54,52547,1
170924,1727742,-12.03125,9.5625,14.38672,0.32958984,-0.10656738,0.07922363,0.93475342,4.61412,14.563,141.74504,1196,32,0.54,52547,1
170925,1727746,-12.03125,9.5625,14.38672,0.3291626,-0.09783936,0.07843018,0.93591309,4.86258,13.57804,141.82547,1196,32,0.54,52547,1
170926,1727753,-11.57031,10.90234,15.57422,0.32879639,-0.09307861,0.07293701,0.93695068,4.4397,12.84947,141.826,1196,32,0.54,52547,1
170927,1727763,-10.61328,8.75781,16.53516,0.32830811,-0.08789062,0.06176758,0.93841553,3.41053,11.86016,141.78922,1196,32,0.54,52547,1
170928,1727773,-9.16016,3.125,15.38281,0.328125,-0.08300781,0.04962158,0.93969727,2.26326,10.86871,141.71881,1196,32,0.54,52547,1
170929,1727782,-8.89062,-0.55078,12.05078,0.32818604,-0.07641602,0.03424072,0.94085693,0.82947,9.57157,141.61026,1196,32,0.54,52547,1
170930,1727792,-8.04688,0.36719,11.70703,0.32904053,-0.07159424,0.01965332,0.94140625,-0.58576,8.4953,141.42538,1196,32,0.54,52547,1
170931,1727804,-5.82422,1.70703,11.09375,0.33056641,-0.06628418,0.00549316,0.94146729,-1.9345,7.37905,141.18102,1196,32,0.54,52547,1
170932,1727812,-4.75391,1.70703,10.86328,0.33288574,-0.06072998,-0.00909424,0.940979,-3.31847,6.21351,140.8558,1196,32,0.54,52547,1
170933,1727822,-3.60547,2.58984,10.55469,0.33575439,-0.05560303,-0.0234375,0.94000244,-4.68774,5.09443,140.47945,1196,32,0.54,52547,1
170934,1727838,-2.72266,2.78125,10.59375,0.3392334,-0.05065918,-0.03851318,0.9385376,-6.13775,3.95439,140.04324,1196,32,0.54,52547,1
170935,1727843,-2.72266,2.78125,10.59375,0.34375,-0.04516602,-0.05651855,0.9362793,-7.87584,2.6204,139.49869,1196,32,0.54,52547,1
170936,1727853,-0.57812,0.13672,8.48438,0.3480835,-0.04052734,-0.07196045,0.93383789,-9.36133,1.46662,138.99452,1196,32,0.54,52547,1
170937,1727862,-0.00391,0.13672,9.29297,0.35345459,-0.03485107,-0.08880615,0.93054199,-10.94836,0.11935,138.39127,1196,32,0.54,52547,1
170938,1727872,0.07422,0.25391,8.71875,0.35913086,-0.02874756,-0.10351562,0.92712402,-12.2761,-1.20586,137.78093,1196,32,0.54,52547,1
170939,1727884,-0.76953,-0.39844,7.64453,0.36499023,-0.02197266,-0.1159668,0.92346191,-13.32423,-2.52611,137.16315,1196,32,0.54,52547,1
170940,1727892,-0.57812,-0.12891,7.64062,0.37158203,-0.01379395,-0.12689209,0.91955566,-14.13536,-3.95291,136.48415,1196,32,0.54,52547,1
170941,1727902,-0.38672,0.48047,8.02734,0.37786865,-0.00543213,-0.13513184,0.91595459,-14.63842,-5.28838,135.84344,1196,32,0.54,52547,1
170942,1727913,-0.38672,0.48047,8.02734,0.38421631,0.00360107,-0.14172363,0.91229248,-14.92432,-6.63107,135.19226,1196,32,0.54,52547,1
170943,1727926,0.03516,1.51562,5.34766,0.39099121,0.0135498,-0.14733887,0.90844727,-15.0489,-8.03795,134.48981,1196,32,0.54,52547,1
170944,1727933,0.6875,3.24219,4.54297,0.39788818,0.02368164,-0.15216064,0.90441895,-15.06435,-9.4346,133.75723,1196,32,0.54,52547,1
170945,1727942,0.57031,2.89453,3.77734,0.40496826,0.03393555,-0.15734863,0.90002441,-15.0957,-10.86741,132.99324,1196,32,0.54,52547,1
170946,1727952,0.72656,3.69922,4.01172,0.41186523,0.043396,-0.16308594,0.89550781,-15.20633,-12.24261,132.24269,1196,32,0.54,52547,1
170947,1727964,0.91797,3.46875,3.08594,0.41876221,0.05236816,-0.16937256,0.890625,-15.38309,-13.59949,131.48039,1196,32,0.54,52547,1
170948,1727972,1.22266,3.35547,2.32031,0.42651367,0.06176758,-0.17681885,0.8848877,-15.63535,-15.07842,130.61414,1196,32,0.54,52547,1
170949,1727982,1.375,3.77734,2.58984,0.43334961,0.06933594,-0.18359375,0.87957764,-15.89837,-16.32609,129.83795,1196,32,0.54,52547,1
170950,1727993,1.375,3.77734,2.58984,0.44024658,0.07678223,-0.1907959,0.87402344,-16.19742,-17.59,129.05357,1196,32,0.54,52547,1
