# PadDis v8.1
seq,timestamp_ms,accel_x,accel_y,accel_z,q_w,q_x,q_y,q_z,roll,pitch,yaw,stroke_count,cpm,hz
9397,115808,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9398,115817,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9399,115828,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9400,115839,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9401,115848,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9402,115857,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9403,115868,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9404,115880,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9405,115887,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9406,115897,0.76562,-0.38281,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9407,115908,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9408,115919,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9409,115927,0.80469,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9410,115937,0.76562,-0.38281,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9411,115948,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9412,115959,0.80469,-0.38281,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9413,115967,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9414,115977,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9415,115987,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9416,115999,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9417,116007,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9418,116017,0.76562,-0.34375,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9419,116027,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9420,116038,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9421,116047,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9422,116057,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9423,116067,0.80469,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9424,116078,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9425,116087,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9426,116097,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9427,116107,0.76562,-0.42188,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9428,116117,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9429,116126,0.80469,-0.42188,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9430,116138,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9431,116147,0.72656,-0.42188,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9432,116158,0.76562,-0.38281,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9433,116167,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9434,116177,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9435,116187,0.76562,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9436,116198,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9437,116207,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9438,116217,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9439,116227,0.76562,-0.26953,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9440,116237,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9441,116247,0.76562,-0.26953,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9442,116257,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9443,116267,0.76562,-0.30469,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9444,116277,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9445,116286,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9446,116297,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9447,116307,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9448,116317,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9449,116327,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9450,116337,0.76562,-0.42188,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9451,116348,0.76562,-0.42188,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9452,116356,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9453,116366,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9454,116376,0.80469,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9455,116388,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9456,116397,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9457,116406,0.76562,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9458,116416,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9459,116428,0.76562,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9460,116436,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9461,116446,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9462,116456,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9463,116468,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9464,116476,0.80469,-0.26953,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9465,116486,0.76562,-0.30469,9.54297,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9466,116496,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9467,116508,0.80469,-0.30469,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9468,116516,0.80469,-0.26953,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9469,116526,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9470,116536,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9471,116548,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9472,116556,0.76562,-0.38281,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9473,116566,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9474,116576,0.72656,-0.42188,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9475,116587,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9476,116595,0.80469,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9477,116606,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9478,116616,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9479,116627,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9480,116635,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9481,116646,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9482,116657,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9483,116667,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9484,116676,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9485,116686,0.80469,-0.30469,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9486,116696,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9487,116706,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9488,116715,0.76562,-0.26953,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9489,116726,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9490,116736,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9491,116746,0.76562,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9492,116755,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9493,116766,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9494,116775,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9495,116786,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9496,116795,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9497,116806,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9498,116817,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9499,116826,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9500,116835,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9501,116846,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9502,116857,0.80469,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9503,116866,0.76562,-0.42188,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9504,116875,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9505,116886,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9506,116897,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9507,116905,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9508,116916,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9509,116926,0.80469,-0.26953,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9510,116937,0.76562,-0.26953,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9511,116945,0.80469,-0.26953,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9512,116955,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9513,116965,0.80469,-0.30469,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9514,116977,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9515,116985,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9516,116995,0.76562,-0.42188,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9517,117005,0.72656,-0.38281,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9518,117016,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9519,117025,0.76562,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9520,117035,0.76562,-0.42188,9.54297,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9521,117045,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9522,117056,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9523,117065,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9524,117075,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9525,117085,0.80469,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9526,117096,0.80469,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9527,117104,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9528,117115,0.76562,-0.38281,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9529,117125,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9530,117136,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9531,117145,0.72656,-0.38281,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9532,117155,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9533,117165,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9534,117177,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9535,117185,0.80469,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9536,117195,0.80469,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9537,117205,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9538,117215,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9539,117225,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9540,117235,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9541,117245,0.76562,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9542,117255,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9543,117264,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9544,117275,0.76562,-0.30469,9.54297,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9545,117285,0.72656,-0.34375,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9546,117295,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9547,117304,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9548,117314,0.76562,-0.34375,9.61328,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9549,117326,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9550,117335,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9551,117344,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9552,117354,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9553,117366,0.80469,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9554,117374,0.80469,-0.34375,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9555,117384,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9556,117394,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9557,117406,0.76562,-0.34375,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9558,117414,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9559,117424,0.72656,-0.38281,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9560,117435,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9561,117446,0.76562,-0.38281,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9562,117454,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9563,117464,0.72656,-0.38281,9.60938,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9564,117474,0.72656,-0.38281,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9565,117486,0.72656,-0.38281,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9566,117494,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9567,117504,0.72656,-0.34375,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9568,117514,0.76562,-0.38281,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9569,117526,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9570,117534,0.76562,-0.34375,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9571,117544,0.76562,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9572,117554,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9573,117565,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9574,117573,0.80469,-0.30469,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9575,117584,0.84375,-0.34375,9.58203,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9576,117594,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9577,117605,0.80469,-0.38281,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9578,117613,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9579,117624,0.80469,-0.34375,9.53906,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9580,117634,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
9581,117645,0.80469,-0.34375,9.57812,0.97894287,-0.04486084,-0.02093506,-0.19805908,-4.56998,-3.36854,-22.74086,33,0,0.000
